100 0.000190659
100 0.000250654
100 0.000253269
100 0.000189666
100 0.000273400
100 0.000198170
100 0.000243403
100 0.000262355
100 0.000111397
100 0.000108492
1000 0.003190679
1000 0.005768637
1000 0.004382051
1000 0.003674448
1000 0.003075599
1000 0.002894351
1000 0.002641212
1000 0.003406091
1000 0.003993039
1000 0.004095346
10000 0.182163798
10000 0.180232470
10000 0.180988651
10000 0.180972081
10000 0.182644397
10000 0.189037710
10000 0.181561717
10000 0.179763408
10000 0.181922918
10000 0.179716178
100 0.000475329
100 0.000414884
100 0.000399699
100 0.000446705
100 0.000441208
100 0.000335881
100 0.000315129
100 0.000234596
100 0.000314627
100 0.000229445
1000 0.005082203
1000 0.005456552
1000 0.003866015
1000 0.003233373
1000 0.005192766
1000 0.003209610
1000 0.021483878
1000 0.007670688
1000 0.005283339
1000 0.003047670
10000 0.111843961
10000 0.109027681
10000 0.126668543
10000 0.109532067
10000 0.138156077
10000 0.111250928
10000 0.176725859
10000 0.173510147
10000 0.180354266
10000 0.112146727
100 0.000545437
100 0.009365958
100 0.000358902
100 0.000301352
100 0.000380871
100 0.088601356
100 0.000375188
100 0.004398330
100 0.004441509
100 0.000378846
1000 0.004583633
1000 0.003585885
1000 0.003373241
1000 0.069242456
1000 0.003344339
1000 0.004220973
1000 0.004010152
1000 0.003269445
1000 0.003189259
1000 0.006207850
10000 0.131084393
10000 0.128779221
10000 0.138584874
10000 0.153933581
10000 0.233256413
10000 0.136002980
10000 0.252900488
10000 0.130635417
10000 0.190615319
10000 0.136771373
100 0.000559805
100 0.196346065
100 0.004504189
100 0.004313444
100 0.005037374
100 0.004995170
100 0.004400104
100 0.001939275
100 0.002318872
100 0.004817668
1000 0.006395163
1000 0.011416133
1000 0.003900132
1000 0.004253379
1000 0.003208593
1000 0.004222595
1000 0.004731202
1000 0.004597999
1000 0.003740380
1000 0.003319925
10000 0.158481144
10000 0.107001105
10000 0.160799229
10000 0.160965787
10000 0.221036976
10000 0.143340461
10000 0.213446613
10000 0.106094755
10000 0.180095977
10000 0.125455556
