100 0.000143859
100 0.000141273
100 0.000141223
100 0.000213225
100 0.000216552
100 0.000213214
100 0.000179068
100 0.000199895
100 0.000142836
100 0.000192799
1000 0.004053020
1000 0.003553073
1000 0.002939112
1000 0.002840158
1000 0.003298288
1000 0.003287046
1000 0.003211024
1000 0.003346744
1000 0.003284034
1000 0.003276428
10000 0.179595810
10000 0.177831953
10000 0.207819259
10000 0.182571214
10000 0.200243136
10000 0.196224797
10000 0.196668575
10000 0.183117612
10000 0.210359447
10000 0.180951831
100 0.000424019
100 0.000352227
100 0.000477665
100 0.001320831
100 0.000993018
100 0.000347462
100 0.000406555
100 0.000343588
100 0.000384475
100 0.000390609
1000 0.002567107
1000 0.005740308
1000 0.002840622
1000 0.003089625
1000 0.003218449
1000 0.026542793
1000 0.003110884
1000 0.003113952
1000 0.002815512
1000 0.002805921
10000 0.105277732
10000 0.104933984
10000 0.126667929
10000 0.108281904
10000 0.139297595
10000 0.128297778
10000 0.127309193
10000 0.170283098
10000 0.161122248
10000 0.120537061
100 0.000520862
100 0.046228566
100 0.004186425
100 0.037214686
100 0.000351391
100 0.000265099
100 0.000342310
100 0.000334947
100 0.000282765
100 0.000260452
1000 0.004833937
1000 0.002738144
1000 0.002957279
1000 0.003257289
1000 0.003196978
1000 0.002749775
1000 0.038574471
1000 0.002789616
1000 0.003736617
1000 0.003652449
10000 0.121583810
10000 0.136667964
10000 0.160936787
10000 0.124284189
10000 0.149271176
10000 0.148531367
10000 0.209616334
10000 0.132632869
10000 0.171113417
10000 0.207516033
100 0.000396166
100 0.043203066
100 0.059588871
100 0.007571452
100 0.008355443
100 0.038678162
100 0.021575174
100 0.001840233
100 0.001790039
100 0.005163309
1000 0.015352422
1000 0.117535246
1000 0.004114335
1000 0.003637781
1000 0.044506297
1000 0.003258457
1000 0.050477798
1000 0.050039799
1000 0.002996670
1000 0.050867473
10000 0.112201866
10000 0.426954874
10000 0.171628675
10000 0.116665450
10000 0.175199016
10000 0.109469032
10000 0.159793008
10000 0.107808883
10000 0.177928212
10000 0.150226424
