100 0.000068279
100 0.000066068
100 0.000094392
100 0.000107477
100 0.000039194
100 0.000060204
100 0.000058915
100 0.000042473
100 0.000040065
100 0.000076246
1000 0.003636103
1000 0.003391439
1000 0.002487520
1000 0.002226058
1000 0.002771655
1000 0.003191889
1000 0.003230657
1000 0.003286113
1000 0.003297353
1000 0.002932827
10000 0.205864624
10000 0.211256233
10000 0.233379920
10000 0.226484043
10000 0.226012824
10000 0.217220422
10000 0.232531334
10000 0.224816495
10000 0.247386120
10000 0.224584617
100 0.000183723
100 0.000146785
100 0.000187081
100 0.000184465
100 0.000178762
100 0.000190152
100 0.000169637
100 0.000201353
100 0.000157018
100 0.000173205
1000 0.001201955
1000 0.003325311
1000 0.002137140
1000 0.001186464
1000 0.001587573
1000 0.002085683
1000 0.002004685
1000 0.002031531
1000 0.003541311
1000 0.002130335
10000 0.109993514
10000 0.105456048
10000 0.115921941
10000 0.106239940
10000 0.130496613
10000 0.108392475
10000 0.106651653
10000 0.106539742
10000 0.105589057
10000 0.105998326
100 0.000324310
100 0.002934652
100 0.009559928
100 0.004158141
100 0.000108201
100 0.000276817
100 0.008985264
100 0.013441708
100 0.000212035
100 0.001198029
1000 0.001497217
1000 0.003620967
1000 0.001843066
1000 0.001515315
1000 0.001548864
1000 0.014787009
1000 0.001601178
1000 0.015049030
1000 0.004700021
1000 0.004977730
10000 0.140541410
10000 0.130845175
10000 0.134259139
10000 0.133915020
10000 0.128170059
10000 0.134173693
10000 0.120201696
10000 0.110738200
10000 0.115076937
10000 0.138206680
100 0.000193786
100 0.007951008
100 0.012835746
100 0.022121791
100 0.009387729
100 0.009113862
100 0.017139308
100 0.011792240
100 0.008770570
100 0.001462731
1000 0.001383943
1000 0.015583109
1000 0.011988903
1000 0.014055404
1000 0.010255110
1000 0.007905775
1000 0.011341760
1000 0.010909860
1000 0.011017393
1000 0.005405895
10000 0.108738743
10000 0.107456138
10000 0.147164727
10000 0.104189107
10000 0.137192542
10000 0.107987640
10000 0.104872272
10000 0.134071233
10000 0.145490062
10000 0.112396606
