real	0m0.005s
user	0m0.004s
sys	0m0.004s

real	0m0.008s
user	0m0.004s
sys	0m0.000s

real	0m0.013s
user	0m0.008s
sys	0m0.004s

real	0m0.015s
user	0m0.004s
sys	0m0.008s

real	0m0.035s
user	0m0.012s
sys	0m0.020s

real	0m0.060s
user	0m0.028s
sys	0m0.028s

real	0m0.117s
user	0m0.048s
sys	0m0.068s

real	0m0.213s
user	0m0.096s
sys	0m0.116s

real	0m0.409s
user	0m0.200s
sys	0m0.200s

real	0m0.870s
user	0m0.348s
sys	0m0.508s

real	0m1.668s
user	0m0.772s
sys	0m0.880s
